GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-60mph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°F),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Boost Pressure Commanded A(psi),Boost Pressure Commanded B(psi),Boost Pressure Sensor A(psi),Boost Pressure Sensor B(psi),Catalyst Temperature (Bank 1 Sensor 1)(°F),Catalyst Temperature (Bank 1 Sensor 2)(°F),Catalyst Temperature (Bank 2 Sensor 1)(°F),Catalyst Temperature (Bank 2 Sensor 2)(°F),Charge air cooler temperature (CACT)(°F),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Drivers demand engine % torque(%),Engine Coolant Temperature(°F),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°F),Engine reference torque(Nm),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(°F),Exhaust gas temp Bank 1 Sensor 2(°F),Exhaust gas temp Bank 1 Sensor 3(°F),Exhaust gas temp Bank 1 Sensor 4(°F),Exhaust gas temp Bank 2 Sensor 1(°F),Exhaust gas temp Bank 2 Sensor 2(°F),Exhaust gas temp Bank 2 Sensor 3(°F),Exhaust gas temp Bank 2 Sensor 4(°F),Exhaust Pressure Bank 1(psi),Exhaust Pressure Bank 2(psi),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),Fuel Rail Pressure (relative to manifold vacuum)(psi),Fuel Rate (direct from ECU)(L/m),Horsepower (At the wheels)(hp),Hybrid/EV Battery State of Health(%),Hybrid/EV System Battery Current(A),Hybrid/EV System Battery Power(W),Hybrid/EV System Battery Voltage(V),Intake Air Temperature(°F),Intake Manfold Abs Pressure A(psi),Intake Manfold Abs Pressure B(psi),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),Mass air flow sensor A(g/s),Mass air flow sensor B(g/s),Miles Per Gallon(Instant)(mpg),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Transmission Temperature(Method 2)(°F),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
-,28-Oct-2024 13:50:51.185,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,777,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,0,12.15,12.3,-
-,28-Oct-2024 13:50:51.245,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,778.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.283,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,778.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.321,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,778.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.363,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,778.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.423,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,778.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.458,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.501,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.538,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.576,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.614,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.654,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,-,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,195.8,-,0,0,-,520,776.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.809,-,-,-,-,-,-,4.59,3.17,-8.11,0.02,-,14.9,0,0,28.16,-,-,59,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,203,-,0,0,-,520,776.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.874,-,-,-,-,-,-,0.58,3.62,9.28,0.04,-,14.9,0.02,0,28.16,-,-,59,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,203,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.915,-,-,-,-,-,-,0.44,4.4,9.14,0.05,-,14.9,0.02,0,28.16,-,-,59,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,203,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.954,-,-,-,-,-,-,0.5,4.1,8.95,0.02,-,14.9,0.01,0,28.16,-,-,59,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,203,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:51.992,-,-,-,-,-,-,0.52,3.91,9.27,0.05,-,14.9,0.01,0,28.16,-,-,59,27.44,23.58,-,-,-,-,1115.96,-,-,-,-,2,-,-,-,203,-,0,0,-,520,777.5,-,-,-,-,-,-,-,-,-,-,0.01,30.59,-,2887.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.49,0,22.51,-,4.31,14.9,0,-,-,-14.65,12.15,12.3,-
-,28-Oct-2024 13:50:52.625,-,-,-,-,-,-,0.13,4.67,8.7,0.03,-,11.76,-0.01,9,14.08,-,-,59,27.44,23.53,-,-,-,-,855.68,-,-,-,-,1,-,-,-,203,-,16.86,16.47,-,520,778,-,-,-,-,-,-,-,-,-,-,0.01,28.63,-,1866.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.41,0,22.59,-,1.18,11.76,15,-,-,-12.3,14.76,14.9,-
-,28-Oct-2024 13:50:53.539,-,-,-,-,-,-,0.6,4.52,8.83,0.03,-,11.76,0.03,9,14.08,-,-,59,27.44,23.49,-,-,-,-,855.68,-,-,-,-,1,-,-,-,203,-,16.86,16.47,-,520,778.5,-,-,-,-,-,-,-,-,-,-,0.01,28.63,-,1878.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.27,0,22.73,-,1.18,11.76,15,-,-,-12.3,14.72,14.9,-
Mon Oct 28 15:46:36 PDT 2024,28-Oct-2024 15:46:36.640,-122.38,45.60,20.829999923706055,10.53761100769043,92.6357421875,90.19999694824219,0.05,3.17,-10.31,0.12,-,10.59,0.13,7,14.08,-,-,-,30.74,30.74,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,199.4,66.83,49.02,14.12,-,520,3005,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,89.62,-,-,-,0,-,-,-,-,-,-,-,-,93.14,0,6.86,-,0.39,10.98,10.5,223.13,-,-12.6,14.8,14.9,-
Mon Oct 28 15:46:37 PDT 2024,28-Oct-2024 15:46:37.696,-122.38,45.60,21.31999969482422,10.224299430847168,93.96160888671875,90.0999984741211,-0.17,2.99,-11.35,0.22,-,10.59,0.19,7,14.08,-,-,-,30.87,30.87,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,203,45,42.35,14.12,-,520,3118,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,60.35,-,-,-,0,-,-,-,-,-,-,-,-,93.18,0,6.82,-,0.39,10.98,10.5,137.83,-,-12.6,14.83,14.9,-
Mon Oct 28 15:46:38 PDT 2024,28-Oct-2024 15:46:38.651,-122.38,45.60,21.34000015258789,10.279706954956055,95.45074462890625,90.30000305175781,-0.79,2.82,-9.47,0.03,-,10.59,-0.01,7,14.08,-,-,-,31,31,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,203,45,37.65,14.12,-,520,2307,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,60.35,-,-,-,0,-,-,-,-,-,-,-,-,93.22,0,6.78,-,0.39,10.98,10.5,137.83,-,-12.6,14.81,14.9,-
Mon Oct 28 15:46:39 PDT 2024,28-Oct-2024 15:46:39.624,-122.38,45.60,21.299999237060547,10.475055694580078,95.92510986328125,90.5999984741211,-0.12,2.56,-9.28,0,-,10.59,-0.03,7,14.08,-,-,-,31.13,31.13,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,203,45,35.69,14.12,-,520,2279,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,60.35,-,-,-,0,-,-,-,-,-,-,-,-,93.27,0,6.73,-,0.39,10.98,10.5,137.83,-,-12.6,14.81,14.9,-
Mon Oct 28 15:46:40 PDT 2024,28-Oct-2024 15:46:40.621,-122.38,45.60,21.1299991607666,10.924287796020508,96.2017822265625,90.4000015258789,-0.15,2.69,-9.99,0.07,-,10.59,0.07,7,14.08,-,-,-,31.25,31.25,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,206.6,45,33.73,14.12,-,520,2229,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,60.35,-,-,-,0,-,-,-,-,-,-,-,-,93.31,0,6.69,-,0.39,10.98,10.5,137.83,-,-12.6,14.82,14.9,-
Mon Oct 28 15:46:41 PDT 2024,28-Oct-2024 15:46:41.504,-122.38,45.60,20.81999969482422,11.507580757141113,96.69268798828125,90.9000015258789,-1.74,2.71,-9.45,0.04,-,10.59,0.01,7,14.08,-,-,-,31.36,31.36,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,206.6,-,29.41,14.12,-,520,1782,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,93.34,0,6.66,-,0.39,10.98,10.5,-,-,-12.6,14.8,14.9,-
Mon Oct 28 15:46:42 PDT 2024,28-Oct-2024 15:46:42.469,-122.38,45.60,19.559999465942383,10.752513885498047,100.337646484375,90.69999694824219,-0.34,2.26,-9.53,0.02,-,10.59,-0.04,7,14.08,-,-,-,31.46,31.46,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,206.6,-,29.02,14.12,-,520,1744,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,93.38,0,6.62,-,0.39,10.98,10.5,-,-,-12.6,14.79,14.9,-
Mon Oct 28 15:46:43 PDT 2024,28-Oct-2024 15:46:43.530,-122.38,45.60,19.09000015258789,10.516349792480469,100.67724609375,90.69999694824219,-0.62,1.91,-9.38,-0,-,10.59,-0.15,7,14.08,-,-,-,31.55,31.55,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,210.2,-,38.04,14.12,-,520,1706,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,93.43,0,6.57,-,0.39,10.98,10.5,-,-,-12.6,14.78,14.9,-
Mon Oct 28 15:46:44 PDT 2024,28-Oct-2024 15:46:44.446,-122.38,45.60,19.280000686645508,10.392646789550781,101.06427001953125,90.5999984741211,-0.42,2.19,-8.5,-0.09,-,10.59,-0.09,7,14.08,-,-,-,31.63,31.63,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,210.2,-,43.53,14.12,-,520,1689,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,93.47,0,6.53,-,0.39,10.98,10.5,-,-,-12.6,14.75,14.9,-
Mon Oct 28 15:46:45 PDT 2024,28-Oct-2024 15:46:45.415,-122.38,45.60,19.25,10.194498062133789,102.2535400390625,90.30000305175781,0.13,2.41,-8.61,-0.02,-,10.59,0.03,7,14.08,-,-,-,31.72,31.72,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,210.2,-,40.39,14.12,-,520,1697,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,93.5,0,6.5,-,0.39,10.98,10.5,-,-,-12.6,14.82,14.9,-
Mon Oct 28 15:46:46 PDT 2024,28-Oct-2024 15:46:46.432,-122.38,45.60,19.360000610351562,10.213815689086914,102.59539794921875,90.30000305175781,-0.4,2.37,-8.9,-0.04,-,10.59,0.04,7,14.08,-,-,-,31.8,31.8,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,212,11.18,34.9,14.12,-,520,1710,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,15,-,-,-,0,-,-,-,-,-,-,-,-,93.54,0,6.46,-,0.39,10.98,10.5,62.45,-,-12.6,14.82,14.9,-
Mon Oct 28 15:46:46 PDT 2024,28-Oct-2024 15:46:47.363,-122.38,45.60,19.360000610351562,10.213815689086914,102.59539794921875,90.30000305175781,-0.49,2.58,-8.22,-0.1,-,10.59,-0.11,7,14.08,-,-,-,31.89,31.89,-,-,-,-,1217.84,-,-,-,-,1,-,-,-,212,11.18,34.12,14.12,-,520,1724,-,-,-,-,-,-,-,-,-,-,0.01,26.67,-,2520.76,-,-,15,-,-,-,0,-,-,-,-,-,-,-,-,93.58,0,6.42,-,0.39,10.98,10.5,62.45,-,-12.6,14.83,14.9,-
